ID,sex,age,exposure,order,TP,parade_response,acc,lineup,corpus,parade,rt,conf,conf_rt
5f0e9d5331c8641f1d8dfc70,Female,37,30s,0,Absent,5,0,D2,DYVIS,nine,16522.245,7,11716.675
5f2878521fafbf1a105e0fea,Female,30,30s,0,Absent,3,0,D1,DYVIS,nine,6981.53,8,4395.02
5fc6301ce9b9d3035a703cfe,Female,27,15s,7,Present,3,0,YO,YORVIS,nine,7436.85,6,5956.97
5ffafefe431f504e4bc5634a,Male,24,15s,0,Absent,4,0,YO,YORVIS,nine,8494.665,7,8509.75
5f7f50b84de3e60cc5140897,Female,26,30s,0,Absent,6,0,W2,WYRED,nine,11023.59,7,7007.53
5c0fdc33e32f860001650afd,Male,21,30s,0,Absent,1,0,W2,WYRED,nine,2634.355,8,7330.165
5f43ff27038f80311674da5a,Female,28,60s,0,Absent,8,0,D3,DYVIS,nine,10076.99,1,8829.17
5aa7e3c1777df200016086ae,Female,35,60s,0,Absent,4,0,D3,DYVIS,nine,6570.815,9,4399.34
5d741595b6fe54001877066b,Male,38,15s,7,Present,7,1,D1,DYVIS,nine,8140.26,7,20232.985
55f6ed3032af740005171b36,Male,29,60s,0,Absent,2,0,W2,WYRED,nine,6248.575,2,4873.13
5ddd802af85b50cfcb01978e,Male,33,60s,0,Absent,1,0,D1,DYVIS,nine,4810.725,3,3788.3
5eb73238d312a466035e9645,Female,24,60s,0,Absent,5,0,D1,DYVIS,nine,23440.45,2,8939.815
5f2dbb82a38b5b0d3a822d13,Male,28,15s,3,Present,3,1,YO,YORVIS,nine,4220.36,8,4154.455
5abc11e6e1099600016a3097,Male,25,30s,0,Absent,8,0,D2,DYVIS,nine,17537.815,1,17651.005
5ecb9291c099b470f0cb5e18,Female,33,30s,7,Present,5,0,D2,DYVIS,nine,3620.295,7,4662.54
5ee64556587c7300097a3b85,Female,39,60s,7,Present,0,0,D2,DYVIS,nine,44122.32,8,11589.21
5ff96b0f4c41e2257cad88a9,Female,29,30s,3,Present,3,1,W2,WYRED,nine,5348.42,8,3693.825
5fa3f7e08b658405a2f1bd36,Female,25,30s,3,Present,3,1,D3,DYVIS,nine,8149.245,7,6122.46
5ff90d1d62b989202e33331e,Male,18,30s,3,Present,1,0,D2,DYVIS,nine,6437.82,4,5958.49
5f48ce8de29d0925958419fc,Male,20,60s,7,Present,1,0,W1,WYRED,nine,27580.56,3,4817.25
5a88863f5292b80001231680,Female,34,15s,7,Present,6,0,W1,WYRED,nine,12102.865,4,11580.36
5ff76a16233de9416dbcf541,Female,31,60s,7,Present,1,0,D3,DYVIS,nine,7871.98,9,4996.285
5feb31a4fef4d1b519e1cfc5,Male,32,30s,3,Present,3,1,D1,DYVIS,nine,9514.75,4,5660.79
5ec123a045a53653acfa0d25,Male,22,60s,0,Absent,0,1,D2,DYVIS,nine,7938.245,3,6437.885
59d5f2a4078dbe00019513cc,Female,36,30s,7,Present,0,0,W1,WYRED,nine,8394.59,7,4937.785
5ff48377559f43b84295ffd3,Male,23,60s,7,Present,7,1,YO,YORVIS,nine,10274.03,7,9008.825
5fe22499bbdf7fd5ae926b26,Female,22,30s,0,Absent,3,0,YO,YORVIS,nine,6541.055,7,6312.355
6009f84c3d07bf11514f2cae,Female,24,30s,0,Absent,5,0,YO,YORVIS,nine,7585.865,6,7203.32
